"YEAR"	"QUARTER"	"ID"	"AGE"	"GENDER"	"FATAL"	"LEVEL1"	"LEVEL2"	"LEVEL3"	"LEVEL4"	"LEVEL5"	"LEVEL6"	"LEVEL7"	"LEVEL8"	"LEVEL9"	"LEVEL10"
1985.00	2.00	62000.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62005.00	20.00	1.00	1.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
1985.00	2.00	62034.00	17.00	1.00	0.00	9.00	20.00	19.00	12.00	12.00	18.00	8.00	10.00	14.00	6.00
1985.00	2.00	62043.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62048.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62048.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62051.00	16.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62057.00	18.00	1.00	0.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
1985.00	2.00	62058.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62063.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	0.00
1985.00	2.00	62122.00	19.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62126.00	18.00	1.00	0.00	15.00	0.00	8.00	15.00	28.00	22.00	8.00	8.00	20.00	0.00
1985.00	2.00	62128.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62210.00	18.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62230.00	19.00	1.00	0.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1985.00	2.00	62238.00	18.00	1.00	1.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
1985.00	2.00	62284.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00
1985.00	2.00	62418.00	18.00	1.00	0.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00
1985.00	2.00	62636.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	62643.00	20.00	1.00	1.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1985.00	2.00	62951.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	2.00	63262.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	19.00	0.00	18.00	0.00	12.00	0.00
1985.00	2.00	63263.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00
1985.00	2.00	63320.00	19.00	1.00	1.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00
1985.00	3.00	62083.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62088.00	19.00	1.00	1.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00
1985.00	3.00	62098.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62102.00	18.00	1.00	1.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00
1985.00	3.00	62105.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62149.00	19.00	1.00	0.00	10.00	14.00	15.00	16.00	7.00	7.00	23.00	16.00	11.00	10.00
1985.00	3.00	62150.00	18.00	1.00	1.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00
1985.00	3.00	62163.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	7.00	0.00	0.00
1985.00	3.00	62164.00	20.00	1.00	0.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00
1985.00	3.00	62192.00	20.00	1.00	0.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00
1985.00	3.00	62199.00	20.00	1.00	0.00	37.00	37.00	37.00	37.00	37.00	37.00	37.00	37.00	37.00	37.00
1985.00	3.00	62259.00	18.00	1.00	0.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00
1985.00	3.00	62262.00	17.00	1.00	0.00	0.00	0.00	11.00	23.00	0.00	0.00	0.00	0.00	0.00	20.00
1985.00	3.00	62267.00	20.00	1.00	0.00	9.00	9.00	9.00	9.00	9.00	18.00	9.00	9.00	9.00	9.00
1985.00	3.00	62279.00	20.00	1.00	1.00	25.00	8.00	14.00	18.00	5.00	8.00	15.00	20.00	17.00	7.00
1985.00	3.00	62311.00	17.00	1.00	1.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
1985.00	3.00	62315.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62350.00	18.00	1.00	0.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1985.00	3.00	62360.00	20.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62371.00	17.00	1.00	1.00	0.00	0.00	18.00	10.00	0.00	11.00	0.00	0.00	0.00	0.00
1985.00	3.00	62375.00	17.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62379.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62380.00	19.00	1.00	0.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00
1985.00	3.00	62381.00	17.00	1.00	1.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00
1985.00	3.00	62392.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62401.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62402.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	0.00	0.00
1985.00	3.00	62425.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62435.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62467.00	17.00	1.00	0.00	9.00	12.00	21.00	13.00	17.00	21.00	9.00	11.00	14.00	20.00
1985.00	3.00	62469.00	18.00	0.00	1.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
1985.00	3.00	62479.00	15.00	1.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	10.00	0.00	0.00
1985.00	3.00	62483.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62488.00	20.00	1.00	1.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00
1985.00	3.00	62517.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62523.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00
1985.00	3.00	62537.00	17.00	1.00	0.00	0.00	11.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	0.00
1985.00	3.00	62540.00	20.00	1.00	0.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00
1985.00	3.00	62543.00	17.00	0.00	0.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1985.00	3.00	62577.00	18.00	1.00	1.00	6.00	26.00	8.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00
1985.00	3.00	62605.00	20.00	1.00	1.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00
1985.00	3.00	62646.00	19.00	1.00	0.00	15.00	26.00	11.00	16.00	11.00	11.00	11.00	11.00	16.00	16.00
1985.00	3.00	62648.00	16.00	1.00	1.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1985.00	3.00	62654.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62690.00	16.00	1.00	0.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00
1985.00	3.00	62716.00	18.00	1.00	0.00	25.00	25.00	25.00	25.00	25.00	25.00	25.00	25.00	25.00	25.00
1985.00	3.00	62719.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62728.00	19.00	1.00	0.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1985.00	3.00	62728.00	20.00	1.00	1.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1985.00	3.00	62749.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62761.00	19.00	0.00	1.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00
1985.00	3.00	62767.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62776.00	19.00	1.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62786.00	20.00	1.00	0.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1985.00	3.00	62792.00	19.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	0.00	0.00
1985.00	3.00	62794.00	18.00	1.00	0.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00
1985.00	3.00	62803.00	17.00	1.00	0.00	5.00	7.00	4.00	0.00	0.00	16.00	0.00	0.00	0.00	0.00
1985.00	3.00	62806.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62850.00	18.00	1.00	1.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00
1985.00	3.00	62859.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62884.00	19.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1985.00	3.00	62894.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62902.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62907.00	20.00	1.00	0.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1985.00	3.00	62912.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62922.00	18.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62924.00	16.00	1.00	1.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00
1985.00	3.00	62953.00	18.00	0.00	0.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1985.00	3.00	62972.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62984.00	16.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	62992.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63003.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63006.00	19.00	1.00	1.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	14.00	10.00	10.00
1985.00	3.00	63006.00	19.00	1.00	0.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	14.00	10.00	10.00
1985.00	3.00	63015.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	9.00	4.00
1985.00	3.00	63045.00	19.00	1.00	1.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00
1985.00	3.00	63062.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63067.00	20.00	1.00	0.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00
1985.00	3.00	63081.00	20.00	1.00	1.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
1985.00	3.00	63083.00	16.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63090.00	20.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1985.00	3.00	63094.00	20.00	1.00	1.00	34.00	34.00	34.00	34.00	34.00	34.00	34.00	34.00	34.00	34.00
1985.00	3.00	63098.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63118.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63136.00	20.00	1.00	1.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1985.00	3.00	63145.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63154.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63159.00	18.00	1.00	1.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1985.00	3.00	63174.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63183.00	17.00	1.00	1.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00
1985.00	3.00	63193.00	17.00	1.00	1.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1985.00	3.00	63215.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63217.00	19.00	1.00	1.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00
1985.00	3.00	63225.00	18.00	0.00	0.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00
1985.00	3.00	63248.00	18.00	1.00	1.00	0.00	0.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63258.00	16.00	1.00	0.00	0.00	0.00	18.00	0.00	9.00	0.00	0.00	15.00	0.00	0.00
1985.00	3.00	63264.00	17.00	1.00	0.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	13.00	4.00	4.00
1985.00	3.00	63266.00	17.00	1.00	1.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1985.00	3.00	63280.00	16.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63302.00	13.00	1.00	1.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63338.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63501.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00
1985.00	3.00	63615.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	63673.00	19.00	1.00	1.00	12.00	8.00	9.00	14.00	8.00	20.00	10.00	14.00	0.00	14.00
1985.00	3.00	63689.00	20.00	1.00	0.00	13.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	3.00	64064.00	19.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1985.00	3.00	64249.00	20.00	1.00	0.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00
1985.00	3.00	64253.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63207.00	20.00	0.00	1.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1985.00	4.00	63291.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63300.00	18.00	0.00	1.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
1985.00	4.00	63360.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63366.00	18.00	1.00	1.00	14.00	33.00	14.00	14.00	14.00	14.00	16.00	14.00	14.00	22.00
1985.00	4.00	63373.00	18.00	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00
1985.00	4.00	63377.00	19.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63379.00	16.00	1.00	1.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
1985.00	4.00	63381.00	16.00	0.00	0.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00
1985.00	4.00	63388.00	14.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63429.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	0.00	0.00	16.00	17.00
1985.00	4.00	63454.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63460.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63474.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63476.00	20.00	1.00	1.00	8.00	0.00	0.00	18.00	0.00	11.00	0.00	9.00	9.00	0.00
1985.00	4.00	63493.00	18.00	1.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63494.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63502.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	3.00
1985.00	4.00	63528.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	34.00	0.00	0.00	0.00	0.00
1985.00	4.00	63539.00	20.00	1.00	1.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00
1985.00	4.00	63561.00	18.00	1.00	0.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1985.00	4.00	63586.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63609.00	20.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63627.00	17.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63653.00	19.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1985.00	4.00	63654.00	18.00	1.00	1.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00
1985.00	4.00	63655.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63660.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63671.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63678.00	20.00	1.00	1.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1985.00	4.00	63684.00	20.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63692.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00
1985.00	4.00	63701.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63707.00	20.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1985.00	4.00	63709.00	15.00	1.00	1.00	9.00	13.00	14.00	28.00	10.00	15.00	12.00	34.00	17.00	28.00
1985.00	4.00	63719.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63727.00	20.00	1.00	1.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00
1985.00	4.00	63736.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63744.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63768.00	16.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63775.00	17.00	1.00	1.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00
1985.00	4.00	63788.00	18.00	1.00	0.00	10.00	12.00	14.00	18.00	19.00	16.00	7.00	12.00	20.00	12.00
1985.00	4.00	63812.00	19.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1985.00	4.00	63817.00	19.00	1.00	0.00	12.00	11.00	21.00	7.00	12.00	16.00	15.00	6.00	12.00	7.00
1985.00	4.00	63830.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63833.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63844.00	17.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63858.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63903.00	18.00	1.00	0.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00
1985.00	4.00	63923.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63926.00	19.00	0.00	0.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00
1985.00	4.00	63935.00	16.00	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63942.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
1985.00	4.00	63943.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63946.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63956.00	19.00	1.00	1.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1985.00	4.00	63957.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	63986.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.00	0.00	0.00
1985.00	4.00	63997.00	19.00	1.00	1.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00
1985.00	4.00	63999.00	18.00	1.00	1.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
1985.00	4.00	64003.00	20.00	1.00	1.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00
1985.00	4.00	64014.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	64015.00	17.00	1.00	1.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	64015.00	18.00	1.00	0.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	64026.00	16.00	1.00	0.00	0.00	0.00	0.00	6.00	3.00	0.00	0.00	0.00	6.00	0.00
1985.00	4.00	64042.00	19.00	1.00	0.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1985.00	4.00	64075.00	19.00	1.00	0.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00
1985.00	4.00	64076.00	17.00	1.00	1.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00
1985.00	4.00	64078.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	64085.00	20.00	1.00	1.00	32.00	32.00	32.00	32.00	32.00	32.00	32.00	32.00	32.00	32.00
1985.00	4.00	64086.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00
1985.00	4.00	64107.00	16.00	0.00	0.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00
1985.00	4.00	64107.00	17.00	1.00	1.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00
1985.00	4.00	64143.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	64150.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	64161.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1985.00	4.00	64179.00	18.00	0.00	0.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1985.00	4.00	64180.00	20.00	1.00	0.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
