"YEAR"	"QUARTER"	"ID"	"AGE"	"GENDER"	"FATAL"	"LEVEL1"	"LEVEL2"	"LEVEL3"	"LEVEL4"	"LEVEL5"	"LEVEL6"	"LEVEL7"	"LEVEL8"	"LEVEL9"	"LEVEL10"
1983.00	1.00	60003.00	20.00	1.00	0.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00	23.00
1983.00	1.00	60008.00	17.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	4.00	0.00
1983.00	1.00	60030.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	31.00	0.00	0.00	0.00
1983.00	1.00	60035.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60039.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60048.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	0.00	0.00	0.00	0.00
1983.00	1.00	60058.00	20.00	1.00	0.00	4.00	11.00	0.00	9.00	16.00	0.00	2.00	0.00	26.00	0.00
1983.00	1.00	60089.00	19.00	1.00	1.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1983.00	1.00	60104.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60117.00	20.00	1.00	0.00	0.00	0.00	0.00	8.00	17.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60119.00	18.00	1.00	0.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00
1983.00	1.00	60123.00	19.00	1.00	1.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1983.00	1.00	60134.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60139.00	19.00	1.00	0.00	0.00	2.00	0.00	0.00	13.00	20.00	0.00	0.00	0.00	12.00
1983.00	1.00	60148.00	17.00	0.00	1.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00
1983.00	1.00	60172.00	20.00	1.00	1.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1983.00	1.00	60172.00	18.00	0.00	0.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1983.00	1.00	60203.00	16.00	1.00	0.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1983.00	1.00	60207.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60218.00	18.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60220.00	18.00	1.00	1.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00
1983.00	1.00	60269.00	17.00	1.00	0.00	28.00	28.00	28.00	28.00	28.00	28.00	28.00	28.00	28.00	28.00
1983.00	1.00	60280.00	17.00	1.00	1.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1983.00	1.00	60284.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60295.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60296.00	19.00	1.00	0.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1983.00	1.00	60299.00	20.00	0.00	0.00	17.00	31.00	0.00	21.00	29.00	0.00	7.00	15.00	10.00	16.00
1983.00	1.00	60307.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00
1983.00	1.00	60313.00	15.00	1.00	0.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1983.00	1.00	60316.00	18.00	1.00	0.00	0.00	0.00	9.00	0.00	0.00	28.00	0.00	24.00	0.00	0.00
1983.00	1.00	60318.00	20.00	1.00	1.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00
1983.00	1.00	60319.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60321.00	20.00	1.00	1.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00
1983.00	1.00	60322.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60322.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60328.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60331.00	11.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60332.00	18.00	1.00	1.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1983.00	1.00	60340.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60350.00	17.00	1.00	1.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00
1983.00	1.00	60354.00	17.00	0.00	0.00	8.00	31.00	12.00	0.00	20.00	11.00	13.00	15.00	27.00	8.00
1983.00	1.00	60388.00	16.00	0.00	1.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
1983.00	1.00	60397.00	17.00	1.00	1.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00
1983.00	1.00	60398.00	20.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60399.00	16.00	1.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00
1983.00	1.00	60401.00	18.00	1.00	1.00	0.00	0.00	10.00	0.00	18.00	21.00	0.00	0.00	0.00	0.00
1983.00	1.00	60402.00	20.00	1.00	0.00	18.00	18.00	19.00	18.00	18.00	18.00	22.00	18.00	18.00	18.00
1983.00	1.00	60403.00	20.00	0.00	0.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	11.00	10.00
1983.00	1.00	60408.00	19.00	1.00	0.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00	12.00
1983.00	1.00	60427.00	17.00	0.00	1.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	27.00	21.00	21.00
1983.00	1.00	60428.00	18.00	1.00	1.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1983.00	1.00	60434.00	20.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
1983.00	1.00	60438.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60446.00	20.00	1.00	0.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1983.00	1.00	60459.00	19.00	1.00	1.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00
1983.00	1.00	60460.00	18.00	1.00	0.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1983.00	1.00	60470.00	18.00	1.00	1.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00
1983.00	1.00	60472.00	19.00	0.00	0.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1983.00	1.00	60477.00	19.00	1.00	1.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1983.00	1.00	60493.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60495.00	19.00	1.00	1.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00
1983.00	1.00	60509.00	18.00	1.00	0.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1983.00	1.00	60524.00	19.00	1.00	0.00	14.00	10.00	7.00	22.00	12.00	17.00	20.00	10.00	14.00	8.00
1983.00	1.00	60536.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60537.00	17.00	1.00	0.00	12.00	0.00	0.00	11.00	0.00	0.00	0.00	32.00	17.00	12.00
1983.00	1.00	60538.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	12.00	13.00	0.00	0.00	0.00	0.00
1983.00	1.00	60542.00	17.00	1.00	1.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1983.00	1.00	60560.00	17.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60582.00	16.00	1.00	1.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	7.00	16.00
1983.00	1.00	60591.00	18.00	0.00	1.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
1983.00	1.00	60595.00	20.00	1.00	1.00	16.00	0.00	15.00	3.00	14.00	15.00	16.00	30.00	14.00	10.00
1983.00	1.00	60597.00	14.00	1.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	0.00	18.00	0.00
1983.00	1.00	60601.00	19.00	1.00	0.00	0.00	31.00	0.00	0.00	15.00	0.00	0.00	12.00	0.00	7.00
1983.00	1.00	60605.00	17.00	0.00	0.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1983.00	1.00	60605.00	18.00	0.00	1.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1983.00	1.00	60616.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60617.00	17.00	1.00	0.00	10.00	17.00	12.00	18.00	12.00	13.00	15.00	5.00	10.00	15.00
1983.00	1.00	60619.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60621.00	19.00	1.00	1.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00	19.00
1983.00	1.00	60624.00	19.00	1.00	0.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1983.00	1.00	60625.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60632.00	19.00	0.00	0.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1983.00	1.00	60643.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	0.00
1983.00	1.00	60656.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60662.00	14.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60667.00	16.00	1.00	0.00	5.00	5.00	12.00	5.00	5.00	17.00	5.00	17.00	5.00	5.00
1983.00	1.00	60674.00	18.00	1.00	0.00	41.00	21.00	6.00	0.00	23.00	12.00	0.00	0.00	0.00	0.00
1983.00	1.00	60680.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60685.00	16.00	1.00	0.00	9.00	18.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00
1983.00	1.00	60687.00	20.00	1.00	1.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00
1983.00	1.00	60696.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00
1983.00	1.00	60706.00	16.00	0.00	1.00	17.00	20.00	11.00	30.00	24.00	16.00	15.00	7.00	20.00	15.00
1983.00	1.00	60711.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	34.00	0.00	0.00	20.00	0.00	0.00
1983.00	1.00	60738.00	19.00	1.00	1.00	6.00	0.00	13.00	10.00	8.00	18.00	5.00	11.00	24.00	9.00
1983.00	1.00	60769.00	20.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1983.00	1.00	60819.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60828.00	19.00	1.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60828.00	16.00	1.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60859.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60937.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60937.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	60954.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	14.00
1983.00	1.00	60972.00	20.00	0.00	1.00	0.00	12.00	30.00	0.00	22.00	18.00	15.00	13.00	13.00	0.00
1983.00	1.00	60981.00	20.00	1.00	1.00	13.00	26.00	44.00	23.00	10.00	31.00	17.00	16.00	15.00	12.00
1983.00	1.00	60984.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	1.00	61026.00	18.00	1.00	0.00	0.00	0.00	9.00	14.00	0.00	0.00	0.00	16.00	0.00	0.00
1983.00	1.00	61058.00	20.00	1.00	0.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00
1983.00	1.00	61144.00	19.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	60774.00	19.00	1.00	1.00	13.00	23.00	13.00	13.00	13.00	21.00	13.00	13.00	13.00	13.00
1983.00	2.00	60777.00	20.00	1.00	0.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00
1983.00	2.00	60798.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	60799.00	18.00	1.00	0.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00
1983.00	2.00	60805.00	18.00	1.00	0.00	41.00	41.00	41.00	41.00	41.00	41.00	41.00	41.00	41.00	41.00
1983.00	2.00	60829.00	15.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	60883.00	19.00	1.00	1.00	29.00	29.00	29.00	29.00	29.00	29.00	29.00	29.00	29.00	29.00
1983.00	2.00	60892.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	60916.00	19.00	1.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
1983.00	2.00	60927.00	20.00	1.00	0.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1983.00	2.00	60951.00	19.00	1.00	0.00	18.00	18.00	25.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1983.00	2.00	60968.00	19.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1983.00	2.00	60992.00	20.00	1.00	0.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00	27.00
1983.00	2.00	61007.00	18.00	1.00	0.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00
1983.00	2.00	61037.00	16.00	0.00	0.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1983.00	2.00	61042.00	20.00	1.00	1.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1983.00	2.00	61048.00	20.00	1.00	1.00	9.00	22.00	9.00	9.00	9.00	9.00	19.00	9.00	9.00	9.00
1983.00	2.00	61050.00	18.00	1.00	0.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00
1983.00	2.00	61054.00	18.00	1.00	0.00	10.00	8.00	8.00	14.00	8.00	8.00	10.00	9.00	14.00	20.00
1983.00	2.00	61075.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61078.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
1983.00	2.00	61079.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61089.00	20.00	1.00	0.00	0.00	0.00	0.00	20.00	0.00	6.00	0.00	8.00	0.00	0.00
1983.00	2.00	61093.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61102.00	17.00	1.00	1.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1983.00	2.00	61134.00	20.00	1.00	0.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00	4.00
1983.00	2.00	61137.00	20.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61139.00	20.00	1.00	0.00	16.00	16.00	16.00	16.00	16.00	32.00	16.00	16.00	16.00	16.00
1983.00	2.00	61141.00	20.00	1.00	1.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00
1983.00	2.00	61158.00	19.00	0.00	0.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00	22.00
1983.00	2.00	61168.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	14.00	0.00	0.00
1983.00	2.00	61175.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61206.00	15.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61234.00	20.00	1.00	0.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00	11.00
1983.00	2.00	61238.00	19.00	1.00	0.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00	8.00
1983.00	2.00	61244.00	18.00	1.00	1.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00
1983.00	2.00	61245.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	0.00
1983.00	2.00	61261.00	17.00	1.00	0.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00
1983.00	2.00	61262.00	20.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61264.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61284.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61290.00	18.00	1.00	0.00	6.00	10.00	10.00	12.00	18.00	19.00	14.00	0.00	14.00	19.00
1983.00	2.00	61292.00	20.00	1.00	0.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00	18.00
1983.00	2.00	61332.00	17.00	1.00	0.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00	6.00
1983.00	2.00	61333.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	21.00	0.00	0.00	10.00	0.00	14.00
1983.00	2.00	61345.00	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61352.00	19.00	1.00	1.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00
1983.00	2.00	61360.00	20.00	1.00	1.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00	15.00
1983.00	2.00	61367.00	19.00	0.00	1.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00	21.00
1983.00	2.00	61378.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00
1983.00	2.00	61390.00	19.00	1.00	1.00	24.00	23.00	13.00	19.00	15.00	12.00	16.00	30.00	12.00	18.00
1983.00	2.00	61395.00	19.00	1.00	1.00	0.00	0.00	22.00	0.00	22.00	0.00	0.00	0.00	18.00	0.00
1983.00	2.00	61396.00	20.00	1.00	0.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00
1983.00	2.00	61405.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61410.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00
1983.00	2.00	61410.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00
1983.00	2.00	61419.00	18.00	0.00	0.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00
1983.00	2.00	61457.00	20.00	1.00	0.00	28.00	29.00	14.00	17.00	21.00	16.00	27.00	18.00	23.00	18.00
1983.00	2.00	61471.00	20.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61471.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61475.00	20.00	1.00	1.00	0.00	20.00	4.00	0.00	0.00	12.00	11.00	10.00	13.00	6.00
1983.00	2.00	61485.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61487.00	20.00	1.00	1.00	38.00	38.00	38.00	38.00	38.00	38.00	38.00	38.00	38.00	38.00
1983.00	2.00	61490.00	18.00	1.00	1.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00
1983.00	2.00	61496.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61522.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61536.00	17.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61542.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61551.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61551.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61554.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61561.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61566.00	19.00	1.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61571.00	19.00	1.00	0.00	3.00	2.00	17.00	9.00	12.00	19.00	21.00	0.00	19.00	0.00
1983.00	2.00	61583.00	20.00	1.00	0.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00
1983.00	2.00	61584.00	18.00	1.00	0.00	9.00	28.00	7.00	8.00	16.00	32.00	5.00	7.00	16.00	18.00
1983.00	2.00	61590.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61601.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61605.00	17.00	1.00	1.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00	24.00
1983.00	2.00	61616.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61628.00	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61638.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61639.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61643.00	19.00	0.00	0.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00	26.00
1983.00	2.00	61667.00	18.00	1.00	0.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00
1983.00	2.00	61683.00	19.00	1.00	1.00	9.00	0.00	7.00	23.00	16.00	0.00	17.00	15.00	9.00	8.00
1983.00	2.00	61690.00	16.00	0.00	0.00	6.00	14.00	7.00	10.00	4.00	6.00	7.00	9.00	22.00	10.00
1983.00	2.00	61693.00	18.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61697.00	16.00	1.00	1.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00
1983.00	2.00	61698.00	18.00	1.00	0.00	11.00	18.00	11.00	11.00	11.00	11.00	11.00	11.00	16.00	11.00
1983.00	2.00	61701.00	16.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61713.00	20.00	1.00	0.00	13.00	12.00	12.00	26.00	16.00	18.00	11.00	23.00	19.00	28.00
1983.00	2.00	61758.00	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	0.00	0.00
1983.00	2.00	61778.00	16.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61781.00	17.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61794.00	17.00	1.00	1.00	26.00	13.00	27.00	12.00	12.00	15.00	12.00	18.00	0.00	13.00
1983.00	2.00	61795.00	20.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61800.00	19.00	1.00	0.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00	30.00
1983.00	2.00	61801.00	15.00	0.00	1.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
1983.00	2.00	61802.00	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1983.00	2.00	61807.00	20.00	1.00	1.00	0.00	0.00	5.00	0.00	0.00	19.00	0.00	2.00	14.00	0.00
1983.00	2.00	61825.00	19.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
